canonical_name,slug,used_in_n_workout_slots,aliases,exercise_url
"Sprint, Hill Sprint, Resisted Sprint (preferred if accessible) or Suicides, High Knees, Burpees, or Standing Long Jumps (if the sprints are inaccessible) followed by...collapse!",,1,,
10 Kettlebell Deadlift Jumps,,1,,
10 Kettlebell Swings,,1,,
10 Kettlebell High Pulls,,1,,
"Sprint, Hill Sprint, Resisted Sprint. If the sprints are not accessible, perform Suicides, High Knees, Burpees Variations, or Standing Long Jumps.",,1,,
Collapse into a heap of flesh and bone!,,1,,
2. Incline Dumbbell Iso Press,,1,,
1. Dynamic Warm Up,,1,,
2. Mobility Work,,1,,
1. Rack Pull,,1,,
6a. Alternating Toe Touch,,1,,
Seated Barbell Twist,seated-barbell-twist,1,,https://www.muscleandstrength.com/exercises/seated-barbell-twist.html
Standing Cable Hamstring Curl,standing-cable-hamstring-curl,1,,https://www.muscleandstrength.com/exercises/standing-cable-hamstring-curl.html
Banded Tibialis Raise,banded-tibialis-raise,1,,https://www.muscleandstrength.com/exercises/banded-tibialis-raise
2. Circuit A,,1,,
b. Med Ball Thruster Throws,,1,,
c. Med Ball Slams,,1,,
d. Treadmill Walk. 3mph @ 10% incline,,1,,
3. Circuit B,,1,,
a. Hamstring Bridge,,1,,
1. Superset,,1,,
e. Bike or Airdyne,,1,,
3. Bike,,1,,
b. Stability Alternates,,1,,
c. Hip Dips,,1,,
d. Barbell Crunches,,1,,
e. Rest,,1,,
1. Dumbbell Shoulder Iso-Press,,1,,
a. Shoulder Flys,,1,,
b. Jump Rope,,1,,
d. Jump Rope,,1,,
f. Jump Rope,,1,,
h. Jump Rope,,1,,
2. Triset,,1,,
b. Jump Lunges,,1,,
c. Bike,,1,,
3. Core Circuit,,1,,
a. Walk Outs,,1,,
b. Treadmill Speed Walk (15% Incline),,1,,
c. Pikes,,1,,
d. Treadmill Speed Walk (15% Incline),,1,,
f. Treadmill Speed Walk (15% Incline),,1,,
g. Jog,,1,,
One Arm Upright Row,one-arm-dumbbell-upright-row,1,,https://www.muscleandstrength.com/exercises/one-arm-dumbbell-upright-row.html
One Arm Kickback,one-arm-bent-over-dumbbell-kickback,1,,https://www.muscleandstrength.com/exercises/one-arm-bent-over-dumbbell-kickback.html
"Heavy Legs (Power Squats, Quad Dominant Day)",,1,,
Day 4 - Moderate Upper Body (Bench/Arm Dominant),,1,,
"Day 5 - Heavy Back/Legs (Deadlifts, Back, Hamstrings, Squats)",,1,,
"Day 6 -  Light Upper Body (Shoulders, Arms, Calves & Assistance)",,1,,
Arm superset of your choice (If you have it in the tank),,1,,
4. Single Arm Lat Pull Down,,1,,
1b. Burpees,,1,,
2b. Shadow Boxing Drill,,1,,
5b. Running in Place,,1,,
2b. Jump Rope,jump-rope,1,,https://www.muscleandstrength.com/exercises/jump-rope
3b. Jumping Jacks,,1,,
4b. Mountain Climbers,,1,,
5b. Stationary Bike,,1,,
1b. Rowing Machine,,1,,
2b. Battle Rope Slams,power-slam-battle-rope,1,,https://www.muscleandstrength.com/exercises/power-slam-battle-rope
4b. Shadow Boxing,,1,,
5b. Burpees,,1,,
Smith Alternating Reverse Lunge,,1,,
7. ATG Squat,deep-squat,1,,https://www.muscleandstrength.com/exercises/deep-squat.html
7. Nordic Hamstring Curl,nordic-hamstring-curl-bodyweight,1,,https://www.muscleandstrength.com/exercises/nordic-hamstring-curl-bodyweight
"""Must Have"" Shoulders Exercises",,1,,
Landmine Rotation,landmine-rotation,1,,https://www.muscleandstrength.com/exercises/landmine-rotation
Zercher Squat,zerchers-squat,1,,https://www.muscleandstrength.com/exercises/zerchers-squat.html
Tabata Cardio,,1,,
B1: TRX Row,,1,,
A2: Rear Delt Rope Pull,,1,,
B1: TRX Curls,,1,,
"Sled Pull or Drag, or Farmer's Walk",reverse-sled-drag,1,,https://www.muscleandstrength.com/exercises/reverse-sled-drag
Timed Shuttle Run (at least 10 yards),,1,,
Short sprint,,1,,
Alternating Barbell Lunge,,1,,
C1. Long Jumps,,1,,
Heavy Squat Day,,1,,
Full-Body Days,,1,,
Dynamic Squat Day,,1,,
Warm-up & Mobility,,1,,
4b. Spider Curls,spider-curl,1,,https://www.muscleandstrength.com/exercises/spider-curl.html
Power Clean - Warm Up Sets,,1,,
One-Arm Dumbbell Triceps Ext,one-arm-pronated-dumbbell-extension,1,,https://www.muscleandstrength.com/exercises/one-arm-pronated-dumbbell-extension.html
Cable Abductor Raise,,1,,
Decline Hammer Strength Machine Press,,1,,
Skater Jumps,,1,,
Bodysaw Plank,,1,,
Lying Leg Drop,,1,,
Sprints,,1,,
Cable Pull Through w/Rope,,1,,
Leg Curls w/ Exercise Ball 4,,1,,
Renegade Rows 3,renegade-row,1,,https://www.muscleandstrength.com/exercises/renegade-row
3-Way Shoulder Raises 3,,1,,
Kettlebell Side Raise,kettlebell-lateral-raise,1,,https://www.muscleandstrength.com/exercises/kettlebell-lateral-raise
Kettlebell Chest Press,one-arm-kettlebell-bench-press,1,,https://www.muscleandstrength.com/exercises/one-arm-kettlebell-bench-press
Kettlebell Deficit Push Up,kettlebell-push-up,1,,https://www.muscleandstrength.com/exercises/kettlebell-push-up
Kettlebell High Pull,,1,,
Kettlebell Walking Lunge Pass,,1,,
Kettlebell Step Up,kettlebell-step-up,1,,https://www.muscleandstrength.com/exercises/kettlebell-step-up
Renegade Row,,1,,
Dumbbell Lateral Lunge,,1,,
Dumbbell Squat to Press,,1,,
1a. Box Jump,,1,,
3b. One Arm Dumbbell Press,one-arm-seated-dumbbell-press,1,,https://www.muscleandstrength.com/exercises/one-arm-seated-dumbbell-press.html
